name,site_type,link,unique_id,gallery_url,picture_url
Punic Town of Kerkuane and its Necropolis,cultural,https://whc.unesco.org/en/list/332,332,https://whc.unesco.org/en/list/332/gallery,https://whc.unesco.org/uploads/thumbs/site_0332_0005-1200-630-20151105160225.jpg
Kairouan,cultural,https://whc.unesco.org/en/list/499,499,https://whc.unesco.org/en/list/499/gallery,https://whc.unesco.org/uploads/thumbs/site_0499_0008-1200-630-20151104125212.jpg
Medina of Sousse,cultural,https://whc.unesco.org/en/list/498,498,https://whc.unesco.org/en/list/498/gallery,https://whc.unesco.org/uploads/thumbs/site_0498_0008-1200-630-20151105160146.jpg
Dougga / Thugga,cultural,https://whc.unesco.org/en/list/794,794,https://whc.unesco.org/en/list/794/gallery,https://whc.unesco.org/uploads/thumbs/site_0794_0010-1200-630-20151105154429.jpg
Djerba: Testimony to a settlement pattern in an island territory,cultural,https://whc.unesco.org/en/list/1640,1640,https://whc.unesco.org/en/list/1640/gallery,https://whc.unesco.org/uploads/thumbs/site_1640_0002-1200-630-20250507164853.jpg
Göreme National Park and the Rock Sites of Cappadocia,mixed,https://whc.unesco.org/en/list/357,357,https://whc.unesco.org/en/list/357/gallery,https://whc.unesco.org/uploads/thumbs/site_0357_0034-1200-630-20151105154542.jpg
Great Mosque and Hospital of Divriği,cultural,https://whc.unesco.org/en/list/358,358,https://whc.unesco.org/en/list/358/gallery,https://whc.unesco.org/uploads/thumbs/site_0358_0006-1200-630-20140708172719.jpg
Historic Areas of Istanbul,cultural,https://whc.unesco.org/en/list/356,356,https://whc.unesco.org/en/list/356/gallery,https://whc.unesco.org/uploads/thumbs/site_0356_0047-1200-630-20151105154645.jpg
Hattusha: the Hittite Capital,cultural,https://whc.unesco.org/en/list/377,377,https://whc.unesco.org/en/list/377/gallery,https://whc.unesco.org/uploads/thumbs/site_0377_0001-1200-630-20151105154545.jpg
Nemrut Dağ,cultural,https://whc.unesco.org/en/list/448,448,https://whc.unesco.org/en/list/448/gallery,https://whc.unesco.org/uploads/thumbs/site_0448_0010-1200-630-20140708162215.jpg
Hierapolis-Pamukkale,mixed,https://whc.unesco.org/en/list/485,485,https://whc.unesco.org/en/list/485/gallery,https://whc.unesco.org/uploads/thumbs/site_0485_0013-1200-630-20140708152845.jpg
Xanthos-Letoon,cultural,https://whc.unesco.org/en/list/484,484,https://whc.unesco.org/en/list/484/gallery,https://whc.unesco.org/uploads/thumbs/site_0484_0006-1200-630-20140708165303.jpg
City of Safranbolu,cultural,https://whc.unesco.org/en/list/614,614,https://whc.unesco.org/en/list/614/gallery,https://whc.unesco.org/uploads/thumbs/site_0614_0001-1200-630-20151105154444.jpg
Archaeological Site of Troy,cultural,https://whc.unesco.org/en/list/849,849,https://whc.unesco.org/en/list/849/gallery,https://whc.unesco.org/uploads/thumbs/site_0849_0014-1200-630-20151105160258.jpg
Selimiye Mosque and its Social Complex,cultural,https://whc.unesco.org/en/list/1366,1366,https://whc.unesco.org/en/list/1366/gallery,https://whc.unesco.org/uploads/thumbs/site_1366_0005-1200-630-20230116172320.jpg
Neolithic Site of Çatalhöyük,cultural,https://whc.unesco.org/en/list/1405,1405,https://whc.unesco.org/en/list/1405/gallery,https://whc.unesco.org/uploads/thumbs/site_1405_0001-1200-630-20221003104424.jpg
Bursa and Cumalıkızık: the Birth of the Ottoman Empire,cultural,https://whc.unesco.org/en/list/1452,1452,https://whc.unesco.org/en/list/1452/gallery,https://whc.unesco.org/uploads/thumbs/site_1452_0009-1200-630-20230210101115.jpg
Pergamon and its Multi-Layered Cultural Landscape,cultural,https://whc.unesco.org/en/list/1457,1457,https://whc.unesco.org/en/list/1457/gallery,https://whc.unesco.org/uploads/thumbs/site_1457_0003-1200-630-20140622194919.jpg
Diyarbakır Fortress and Hevsel Gardens Cultural Landscape,cultural,https://whc.unesco.org/en/list/1488,1488,https://whc.unesco.org/en/list/1488/gallery,https://whc.unesco.org/uploads/thumbs/site_1488_0003-1200-630-20221005172911.jpg
Ephesus,cultural,https://whc.unesco.org/en/list/1018,1018,https://whc.unesco.org/en/list/1018/gallery,https://whc.unesco.org/uploads/thumbs/site_1018_0016-1200-630-20150610152534.jpg
Archaeological Site of Ani,cultural,https://whc.unesco.org/en/list/1518,1518,https://whc.unesco.org/en/list/1518/gallery,https://whc.unesco.org/uploads/thumbs/site_1518_0004-1200-630-20160616153942.jpg
Aphrodisias,cultural,https://whc.unesco.org/en/list/1519,1519,https://whc.unesco.org/en/list/1519/gallery,https://whc.unesco.org/uploads/thumbs/site_1519_0008-1200-630-20221005163845.jpg
Göbekli Tepe,cultural,https://whc.unesco.org/en/list/1572,1572,https://whc.unesco.org/en/list/1572/gallery,https://whc.unesco.org/uploads/thumbs/site_1572_0001-1200-630-20230116120057.jpg
Arslantepe Mound,cultural,https://whc.unesco.org/en/list/1622,1622,https://whc.unesco.org/en/list/1622/gallery,https://whc.unesco.org/uploads/thumbs/site_1622_0006-1200-630-20210604105846.jpg
Gordion,cultural,https://whc.unesco.org/en/list/1669,1669,https://whc.unesco.org/en/list/1669/gallery,https://whc.unesco.org/uploads/thumbs/site_1669_0008-1200-630-20230523185431.jpg
Wooden Hypostyle Mosques of Medieval Anatolia,cultural,https://whc.unesco.org/en/list/1694,1694,https://whc.unesco.org/en/list/1694/gallery,https://whc.unesco.org/uploads/thumbs/site_1694_0001-1200-630-20231020100948.jpg
Sardis and the Lydian Tumuli of Bin Tepe,cultural,https://whc.unesco.org/en/list/1731,1731,https://whc.unesco.org/en/list/1731/gallery,https://whc.unesco.org/uploads/thumbs/site_1731_0010-1200-630-20250617154530.jpg
State Historical and Cultural Park “Ancient Merv”,cultural,https://whc.unesco.org/en/list/886,886,https://whc.unesco.org/en/list/886/gallery,https://whc.unesco.org/uploads/thumbs/site_0886_0001-1200-630-20090921170650.jpg
Kunya-Urgench,cultural,https://whc.unesco.org/en/list/1199,1199,https://whc.unesco.org/en/list/1199/gallery,https://whc.unesco.org/uploads/thumbs/site_1199_0007-1200-630-20241028092734.jpg
Parthian Fortresses of Nisa,cultural,https://whc.unesco.org/en/list/1242,1242,https://whc.unesco.org/en/list/1242/gallery,https://whc.unesco.org/uploads/thumbs/site_1242_0001-1200-630-20090915153039.jpg
Cold Winter Deserts of Turan,natural,https://whc.unesco.org/en/list/1693,1693,https://whc.unesco.org/en/list/1693/gallery,https://whc.unesco.org/uploads/thumbs/site_1693_0008-1200-630-20231020121711.jpg
Silk Roads: Zarafshan-Karakum Corridor,cultural,https://whc.unesco.org/en/list/1675,1675,https://whc.unesco.org/en/list/1675/gallery,https://whc.unesco.org/uploads/thumbs/site_1675_0016-1200-630-20250507162548.jpg
Bwindi Impenetrable National Park,natural,https://whc.unesco.org/en/list/682,682,https://whc.unesco.org/en/list/682/gallery,https://whc.unesco.org/uploads/thumbs/site_0682_0051-1200-630-20151105154728.jpg
Rwenzori Mountains National Park,natural,https://whc.unesco.org/en/list/684,684,https://whc.unesco.org/en/list/684/gallery,https://whc.unesco.org/uploads/thumbs/site_0684_0002-1200-630-20151105160334.jpg
Tombs of Buganda Kings at Kasubi,cultural,https://whc.unesco.org/en/list/1022,1022,https://whc.unesco.org/en/list/1022/gallery,https://whc.unesco.org/uploads/thumbs/site_1022_0003-1200-630-20220502002509.jpg
"Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings, Kyiv-Pechersk Lavra",cultural_danger,https://whc.unesco.org/en/list/527,527,https://whc.unesco.org/en/list/527/gallery,https://whc.unesco.org/uploads/thumbs/site_0527_0047-1200-630-20241211170532.jpg
L'viv – the Ensemble of the Historic Centre,cultural_danger,https://whc.unesco.org/en/list/865,865,https://whc.unesco.org/en/list/865/gallery,https://whc.unesco.org/uploads/thumbs/site_0865_0002-1200-630-20151104125432.jpg
Struve Geodetic Arc,cultural,https://whc.unesco.org/en/list/1187,1187,https://whc.unesco.org/en/list/1187/gallery,https://whc.unesco.org/uploads/thumbs/site_1187_0001-1200-630-20151104154840.jpg
Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe,natural,https://whc.unesco.org/en/list/1133,1133,https://whc.unesco.org/en/list/1133/gallery,https://whc.unesco.org/uploads/thumbs/site_1133_0076-1200-630-20251103122935.jpg
Residence of Bukovinian and Dalmatian Metropolitans,cultural,https://whc.unesco.org/en/list/1330,1330,https://whc.unesco.org/en/list/1330/gallery,https://whc.unesco.org/uploads/thumbs/site_1330_0001-1200-630-20110630123306.jpg
Ancient City of Tauric Chersonese and its Chora,cultural,https://whc.unesco.org/en/list/1411,1411,https://whc.unesco.org/en/list/1411/gallery,https://whc.unesco.org/uploads/thumbs/site_1411_0001-1200-630-20230117120200.jpg
WoodenTserkvasof the Carpathian Region in Poland and Ukraine,cultural,https://whc.unesco.org/en/list/1424,1424,https://whc.unesco.org/en/list/1424/gallery,https://whc.unesco.org/uploads/thumbs/site_1424_0018-1200-630-20241211163741.jpg
The Historic Centre of Odesa,cultural_danger,https://whc.unesco.org/en/list/1703,1703,https://whc.unesco.org/en/list/1703/gallery,https://whc.unesco.org/uploads/thumbs/site_1703_0003-1200-630-20230206105558.jpg
"Cultural Sites of Al Ain (Hafit, Hili, Bidaa Bint Saud and Oases Areas)",cultural,https://whc.unesco.org/en/list/1343,1343,https://whc.unesco.org/en/list/1343/gallery,https://whc.unesco.org/uploads/thumbs/site_1343_0001-1200-630-20110531120500.jpg
Faya Palaeolandscape,cultural,https://whc.unesco.org/en/list/1735,1735,https://whc.unesco.org/en/list/1735/gallery,https://whc.unesco.org/uploads/thumbs/site_1735_0005-1200-630-20250617114411.jpg
Castles and Town Walls of King Edward in Gwynedd,cultural,https://whc.unesco.org/en/list/374,374,https://whc.unesco.org/en/list/374/gallery,https://whc.unesco.org/uploads/thumbs/site_0374_0001-1200-630-20150528164251.jpg
Durham Castle and Cathedral,cultural,https://whc.unesco.org/en/list/370,370,https://whc.unesco.org/en/list/370/gallery,https://whc.unesco.org/uploads/thumbs/site_0370_0004-1200-630-20151105160437.jpg
Giant's Causeway and Causeway Coast,natural,https://whc.unesco.org/en/list/369,369,https://whc.unesco.org/en/list/369/gallery,https://whc.unesco.org/uploads/thumbs/site_0369_0001-1200-630-20090928181354.jpg
Ironbridge Gorge,cultural,https://whc.unesco.org/en/list/371,371,https://whc.unesco.org/en/list/371/gallery,https://whc.unesco.org/uploads/thumbs/site_0371_0007-1200-630-20260129161934.jpg
St Kilda,mixed,https://whc.unesco.org/en/list/387,387,https://whc.unesco.org/en/list/387/gallery,https://whc.unesco.org/uploads/thumbs/site_0387_0010-1200-630-20161206113620.jpg
"Stonehenge, Avebury and Associated Sites",cultural,https://whc.unesco.org/en/list/373,373,https://whc.unesco.org/en/list/373/gallery,https://whc.unesco.org/uploads/thumbs/site_0373_0001-1200-630-20151104125603.jpg
Studley Royal Park including the Ruins of Fountains Abbey,cultural,https://whc.unesco.org/en/list/372,372,https://whc.unesco.org/en/list/372/gallery,https://whc.unesco.org/uploads/thumbs/site_0372_0024-1200-630-20181026140123.jpg
Blenheim Palace,cultural,https://whc.unesco.org/en/list/425,425,https://whc.unesco.org/en/list/425/gallery,https://whc.unesco.org/uploads/thumbs/site_0425_0001-1200-630-20090915122907.jpg
City of Bath,cultural,https://whc.unesco.org/en/list/428,428,https://whc.unesco.org/en/list/428/gallery,https://whc.unesco.org/uploads/thumbs/site_0428_0001-1200-630-20100510122518.jpg
Frontiers of the Roman Empire,cultural,https://whc.unesco.org/en/list/430,430,https://whc.unesco.org/en/list/430/gallery,
Palace of Westminster and Westminster Abbey including Saint Margaret’s Church,cultural,https://whc.unesco.org/en/list/426,426,https://whc.unesco.org/en/list/426/gallery,https://whc.unesco.org/uploads/thumbs/site_0426_0004-1200-630-20151105155055.jpg
"Canterbury Cathedral, St Augustine's Abbey, and St Martin's Church",cultural,https://whc.unesco.org/en/list/496,496,https://whc.unesco.org/en/list/496/gallery,https://whc.unesco.org/uploads/thumbs/site_0496_0001-1200-630-20090923140329.jpg
Henderson Island,natural,https://whc.unesco.org/en/list/487,487,https://whc.unesco.org/en/list/487/gallery,https://whc.unesco.org/uploads/thumbs/site_0487_0001-1200-630-20151105162216.jpg
Tower of London,cultural,https://whc.unesco.org/en/list/488,488,https://whc.unesco.org/en/list/488/gallery,https://whc.unesco.org/uploads/thumbs/site_0488_0026-1200-630-20151105162506.jpg
Gough and Inaccessible Islands,natural,https://whc.unesco.org/en/list/740,740,https://whc.unesco.org/en/list/740/gallery,https://whc.unesco.org/uploads/thumbs/site_0740_0015-1200-630-20151105154904.jpg
Old and New Towns of Edinburgh,cultural,https://whc.unesco.org/en/list/728,728,https://whc.unesco.org/en/list/728/gallery,https://whc.unesco.org/uploads/thumbs/site_0728_0011-1200-630-20151105155032.jpg
Maritime Greenwich,cultural,https://whc.unesco.org/en/list/795,795,https://whc.unesco.org/en/list/795/gallery,https://whc.unesco.org/uploads/thumbs/site_0795_0007-1200-630-20151105155000.jpg
Heart of Neolithic Orkney,cultural,https://whc.unesco.org/en/list/514,514,https://whc.unesco.org/en/list/514/gallery,https://whc.unesco.org/uploads/thumbs/site_0514_0001-1200-630-20080618153114.jpg
Blaenavon Industrial Landscape,cultural,https://whc.unesco.org/en/list/984,984,https://whc.unesco.org/en/list/984/gallery,https://whc.unesco.org/uploads/thumbs/site_0984_0001-1200-630-20090929155701.jpg
"Historic Town of St George and Related Fortifications, Bermuda",cultural,https://whc.unesco.org/en/list/983,983,https://whc.unesco.org/en/list/983/gallery,https://whc.unesco.org/uploads/thumbs/site_0983_0001-1200-630-20090929160654.jpg
Derwent Valley Mills,cultural,https://whc.unesco.org/en/list/1030,1030,https://whc.unesco.org/en/list/1030/gallery,https://whc.unesco.org/uploads/thumbs/site_1030_0001-1200-630-20090923145058.jpg
Dorset and East Devon Coast,natural,https://whc.unesco.org/en/list/1029,1029,https://whc.unesco.org/en/list/1029/gallery,https://whc.unesco.org/uploads/thumbs/site_1029_0001-1200-630-20151105160411.jpg
New Lanark,cultural,https://whc.unesco.org/en/list/429,429,https://whc.unesco.org/en/list/429/gallery,https://whc.unesco.org/uploads/thumbs/site_0429_0012-1200-630-20220729131015.jpg
Saltaire,cultural,https://whc.unesco.org/en/list/1028,1028,https://whc.unesco.org/en/list/1028/gallery,https://whc.unesco.org/uploads/thumbs/site_1028_0001-1200-630-20090923143911.jpg
"Royal Botanic Gardens, Kew",cultural,https://whc.unesco.org/en/list/1084,1084,https://whc.unesco.org/en/list/1084/gallery,https://whc.unesco.org/uploads/thumbs/site_1084_0026-1200-630-20151105155209.jpg
Liverpool – Maritime Mercantile City,cultural,https://whc.unesco.org/en/list/1150,1150,https://whc.unesco.org/en/list/1150/gallery,https://whc.unesco.org/uploads/thumbs/site_1150_0014-1200-630-20140108102608.jpg
Cornwall and West Devon Mining Landscape,cultural,https://whc.unesco.org/en/list/1215,1215,https://whc.unesco.org/en/list/1215/gallery,https://whc.unesco.org/uploads/thumbs/site_1215_0001-1200-630-20090921174105.jpg
Pontcysyllte Aqueduct and Canal,cultural,https://whc.unesco.org/en/list/1303,1303,https://whc.unesco.org/en/list/1303/gallery,https://whc.unesco.org/uploads/thumbs/site_1303_0001-1200-630-20090923145918.jpg
Moravian Church Settlements,cultural,https://whc.unesco.org/en/list/1468,1468,https://whc.unesco.org/en/list/1468/gallery,https://whc.unesco.org/uploads/thumbs/site_1468_0030-1200-630-20260126095630.jpg
The Forth Bridge,cultural,https://whc.unesco.org/en/list/1485,1485,https://whc.unesco.org/en/list/1485/gallery,https://whc.unesco.org/uploads/thumbs/site_1485_0002-1200-630-20150610150743.jpg
Gorham's Cave Complex,cultural,https://whc.unesco.org/en/list/1500,1500,https://whc.unesco.org/en/list/1500/gallery,https://whc.unesco.org/uploads/thumbs/site_1500_0012-1200-630-20221003165048.jpg
The English Lake District,cultural,https://whc.unesco.org/en/list/422,422,https://whc.unesco.org/en/list/422/gallery,https://whc.unesco.org/uploads/thumbs/site_0422_0017-1200-630-20221003171946.jpg
Jodrell Bank Observatory,cultural,https://whc.unesco.org/en/list/1594,1594,https://whc.unesco.org/en/list/1594/gallery,https://whc.unesco.org/uploads/thumbs/site_1594_0001-1200-630-20180316163019.jpg
The Great Spa Towns of Europe,cultural,https://whc.unesco.org/en/list/1613,1613,https://whc.unesco.org/en/list/1613/gallery,https://whc.unesco.org/uploads/thumbs/site_1613_0001-1200-630-20210401103443.jpg
The Slate Landscape of Northwest Wales,cultural,https://whc.unesco.org/en/list/1633,1633,https://whc.unesco.org/en/list/1633/gallery,https://whc.unesco.org/uploads/thumbs/site_1633_0003-1200-630-20220913120942.jpg
The Flow Country,natural,https://whc.unesco.org/en/list/1722,1722,https://whc.unesco.org/en/list/1722/gallery,https://whc.unesco.org/uploads/thumbs/site_1722_0002-1200-630-20240603163351.jpg
Ngorongoro Conservation Area,mixed,https://whc.unesco.org/en/list/39,39,https://whc.unesco.org/en/list/39/gallery,https://whc.unesco.org/uploads/thumbs/site_0039_0053-1200-630-20221223092037.jpg
Ruins of Kilwa Kisiwani and Ruins of Songo Mnara,cultural,https://whc.unesco.org/en/list/144,144,https://whc.unesco.org/en/list/144/gallery,https://whc.unesco.org/uploads/thumbs/site_0144_0027-1200-630-20121111133403.jpg
Serengeti National Park,natural,https://whc.unesco.org/en/list/156,156,https://whc.unesco.org/en/list/156/gallery,https://whc.unesco.org/uploads/thumbs/site_0156_0001-1200-630-20221013115931.jpg
Selous Game Reserve,natural_danger,https://whc.unesco.org/en/list/199,199,https://whc.unesco.org/en/list/199/gallery,https://whc.unesco.org/uploads/thumbs/site_0199_0001-1200-630-20151104180640.jpg
